;length;word_count;has_script;has_on_event;has_alert;has_prompt;has_confirm;has_console;has_javascript;has_vbscript;has_document;has_window;has_inner_html;has_outer_html;has_iframe;has_svg;has_dangerous_js;quote_count;equals_count;sum_count;has_url_encoding;has_html_entities;has_hex_encoding;has_unicode;tag_count;attribute_count;entropy;is_inside_quotes;has_nested_tags
0;557;88;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;26;13;0;0;1;0;0;8;13;4.987488619571519;1;0
1;36;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;2;1;3.9919702248710145;0;0
2;233;33;0;0;1;0;1;1;0;0;0;1;1;1;1;0;1;12;4;0;0;0;0;0;4;4;4.731424040931746;1;0
3;395;51;1;0;1;1;1;1;0;0;1;1;1;1;1;0;1;16;7;0;0;0;0;0;9;7;4.733918941557947;1;0
4;422;65;1;0;1;1;1;1;0;0;0;1;1;0;1;1;1;18;9;0;1;0;0;0;8;9;5.157653921259351;1;0
5;93;16;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;3;0;0;0;0;0;6;3;4.646122590832197;1;0
6;80;10;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;4;2;0;0;0;0;0;4;2;4.296762239033051;1;0
7;244;36;1;0;1;1;0;1;0;0;1;0;0;0;0;0;1;8;4;0;0;0;0;0;18;4;4.681291981790325;1;0
8;57;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;2;2;4.4050991723181765;1;0
9;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3.169925001442312;0;0
10;94;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;1;0;0;0;3;2;4.76944291114396;1;0
11;56;11;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;3;4.412016252639432;0;0
12;55;8;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;2;2;4.2133809688423405;1;0
13;45;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;4.214432130654918;0;0
14;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3.169925001442312;0;0
15;98;13;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;4;2;0;0;0;0;0;3;2;4.873460262978111;1;0
16;79;13;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;3;4;4.365154921078738;0;0
17;43;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;2;1;4.0480990586825625;0;0
18;34;6;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;3;1;4.116299605701696;0;0
19;101;12;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;2;0;0;0;0;0;4;2;4.196447272194345;1;0
20;52;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;1;4.308814180129548;0;0
21;380;55;1;0;1;1;1;1;0;0;0;1;1;0;1;0;1;16;7;0;0;0;0;0;9;7;4.7618507653435485;1;0
22;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2.584962500721156;0;0
23;56;9;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;2;3;4.26443299359496;0;0
24;41;8;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;3;4.238666566058884;0;0
25;43;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.324309452719443;0;0
26;110;14;0;0;1;1;1;0;0;0;0;0;0;0;1;0;1;4;2;0;0;0;0;0;4;2;4.462220416473103;1;0
27;111;15;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;0;0;0;0;4;2;4.359490580897323;0;0
28;98;13;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;4;2;0;0;0;0;0;3;2;4.873460262978111;1;0
29;906;143;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;24;23;6;1;0;0;0;15;23;5.3626829499897335;1;0
30;59;7;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.223093846001926;0;0
31;331;47;1;0;1;1;1;1;1;0;1;0;1;1;1;1;1;14;6;0;0;0;0;0;5;6;5.058855000465158;1;0
32;166;20;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;4;2;0;0;0;0;0;4;2;4.413784295159678;1;0
33;53;8;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;2;2;4.1680896156375935;1;0
34;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3.169925001442312;0;0
35;72;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;5;1;4.725616933636191;0;0
36;70;11;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;3;4.454992167287281;0;0
37;95;13;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;4;2;0;0;0;0;0;4;2;4.424964888406127;1;0
38;58;8;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;2;2;4.1891191413435855;1;0
39;104;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;2;0;0;0;0;0;4;2;4.429940219683152;1;0
40;809;132;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;14;21;7;1;0;0;0;11;21;5.384374119411997;1;0
41;55;8;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;4;2;0;0;0;0;0;2;2;4.187746250038394;1;0
42;955;158;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;20;22;14;1;0;0;0;13;22;5.323792806308244;1;0
43;77;10;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;3;2;4.377212359867513;1;0
44;195;19;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;6;3;0;0;1;0;0;4;3;4.609918193098238;1;0
45;29;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;1;1;4.28022625367366;0;0
46;111;18;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;6;3;0;0;0;0;0;6;3;4.693624907832812;1;0
47;103;15;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;2;2;0;0;0;0;0;4;2;4.442087634687345;0;0
48;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2.94770277922009;0;0
49;89;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;2;0;0;0;0;0;4;2;4.306010704273463;1;0
50;52;7;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;0;0;0;0;2;1;4.261733104426987;0;0
51;19;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;1;1;3.642149881636904;0;0
52;48;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;2;1;4.045914521951839;0;0
53;95;13;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;4;2;0;0;0;0;0;4;2;4.51474725696382;1;0
54;87;9;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;2;2;4.461557973922248;1;0
55;21;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3.916126946588284;0;0
56;33;5;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;2;1;4.0895524525606675;0;0
57;61;8;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;2;2;4.0884333964546276;1;0
58;15;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3.3735572622751855;0;0
59;93;16;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;3;0;0;0;0;0;6;3;4.68913334352037;1;0
60;47;8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;1;2;4.466941713831599;1;0
61;91;13;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;4;2;0;0;0;0;0;4;2;4.554053432046818;1;0
62;46;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;1;4.126504075481134;0;0
63;44;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;2;1;4.263313653112509;0;0
64;29;3;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;4.064203408622266;0;0
65;93;13;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;4;2;0;0;0;0;0;4;2;4.453738776517267;1;0
66;51;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;1;4.417209411951821;0;0
67;66;11;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;3;3;4.404169219532227;0;0
68;34;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;1;1;4.432619826353562;0;0
69;77;10;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;3;2;4.377212359867513;1;0
70;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3.169925001442312;0;0
71;95;13;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;4;2;0;0;0;0;0;4;2;4.440688704967427;1;0
72;113;15;0;0;1;1;1;0;0;0;0;0;0;0;1;0;1;4;2;0;1;0;0;0;4;2;4.7187001421531285;1;0
73;240;40;1;0;1;1;0;1;0;1;1;1;0;0;0;1;1;10;5;0;1;0;0;0;8;5;4.900893578842541;1;0
74;114;18;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;6;3;0;0;0;0;0;4;3;4.529512887446303;1;0
75;44;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;4.235015641798042;0;0
76;56;7;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.129582654589723;0;0
77;41;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.5706090166549025;0;0
78;60;7;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.139061258341622;0;0
79;34;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.1973257087065035;0;0
80;61;7;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.159342051524997;0;0
81;34;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;1;1;4.432619826353562;0;0
82;48;6;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;2;1;0;0;0;0;0;2;1;4.12629557507525;0;0
83;39;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.057855988582063;0;0
84;405;46;1;0;1;1;1;1;0;1;1;0;1;1;1;1;1;10;4;0;0;0;0;0;4;4;5.009812402336644;1;0
85;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3.169925001442312;0;0
86;101;12;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;4;2;0;0;0;0;0;4;2;4.330089561098137;1;0
87;44;6;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;2;1;4.2693287100782;0;0
88;176;29;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;4;3;0;0;0;0;0;4;3;4.81818287145974;1;0
89;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3.4182958340544896;0;0
90;38;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.293594289588574;0;0
91;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2.584962500721156;0;0
92;38;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.05684527847411;0;0
93;36;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;4.141604167868593;0;0
94;55;8;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;2;2;4.163292105166642;1;0
95;53;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;4;2;4.010570454399918;1;0
96;59;9;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;2;3;4.354154753304484;0;0
97;166;20;0;1;1;0;0;0;0;0;1;1;0;0;0;0;1;4;2;0;0;0;0;0;4;2;4.505037164523103;1;0
98;56;9;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;2;3;4.39675280670598;0;0
99;35;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.114718016821338;0;0
100;26;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;1;1;4.132944044980958;0;0
101;72;11;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;3;3;4.414319057082478;0;0
102;115;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;2;0;0;0;0;0;4;2;4.45284181404145;1;0
103;39;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.057855988582063;0;0
104;57;8;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;2;2;3.9926469792598103;1;0
105;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2.321928094887362;0;0
106;95;14;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;0;0;1;0;0;4;1;5.153588898394271;0;0
107;95;10;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;4;2;0;0;0;0;0;4;2;4.081147497122292;1;0
108;110;15;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;1;0;0;4;2;5.151738068377556;1;0
109;15;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3.3735572622751855;0;0
110;170;28;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;12;6;0;0;0;0;0;2;6;4.460537486737991;1;0
111;489;80;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;11;12;1;0;0;0;3;11;5.105165618842932;1;0
112;53;8;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;2;2;4.230107662388592;1;0
113;1161;183;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;38;32;4;1;1;0;0;20;32;5.408623365398759;1;0
114;61;8;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;2;2;4.183141289462431;1;0
115;46;8;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;2;2;4.425098368818299;0;0
116;77;13;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;3;4;4.432597587224532;0;0
117;55;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.087568522686996;0;0
118;21;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4.011365041826379;0;0
119;32;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4.116729296672174;0;0
120;15;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3.3735572622751855;0;0
121;15;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3.3735572622751855;0;0
122;76;11;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;3;0;0;0;0;0;3;3;4.3879505866502795;0;0
123;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2.584962500721156;0;0
124;129;16;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;4;2;0;0;0;0;0;6;2;4.488010023286353;1;0
125;53;8;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;4;2;0;0;0;0;0;2;2;4.197365445529921;1;0
126;15;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3.3735572622751855;0;0
127;58;7;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.253198125823714;0;0
128;63;8;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;2;2;4.14287307563806;1;0
129;52;7;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.233811593016275;0;0
130;56;11;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;3;4.400319430638475;0;0
131;40;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;1;4.134183719779188;0;0
132;57;8;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;2;2;4.236508988556128;1;0
133;21;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3.916126946588284;0;0
134;77;11;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;4;2;0;0;0;0;0;4;2;4.2581074432871295;1;0
135;177;18;1;0;1;1;1;1;0;0;0;0;1;0;1;0;1;6;3;0;0;0;0;0;6;3;5.12838869931675;1;0
136;53;7;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.265169748236209;0;0
137;15;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3.3735572622751855;0;0
138;47;9;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;2;3;4.179499692462941;0;0
139;54;7;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;0;0;0;2;1;4.355486920398714;0;0
140;93;16;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;3;0;0;0;0;0;6;3;4.6461225908321975;1;0
141;109;14;1;0;1;0;1;1;0;0;0;0;0;0;1;0;1;6;3;0;0;0;0;0;3;3;4.661406744092416;1;0
142;47;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;1;4.115745172838481;0;0
143;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3.169925001442312;0;0
144;613;95;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;22;11;0;0;0;0;0;4;11;4.964814889601774;1;0
145;41;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;1;4.33622754166864;0;0
146;41;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.159517480745798;0;0
147;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2.807354922057604;0;0
148;94;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;3;0;0;1;0;0;4;3;4.733138086709113;1;0
149;20;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3.2709505944546686;0;0
150;60;7;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.241354605743566;0;0
151;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3.169925001442312;0;0
152;98;13;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;4;2;0;0;0;0;0;3;2;4.873460262978111;1;0
153;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3.169925001442312;0;0
154;115;15;1;1;1;0;0;1;0;1;0;0;0;0;0;0;1;2;2;0;0;0;0;0;4;2;4.347173370429662;0;0
155;59;8;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;4;2;0;0;0;0;0;2;2;4.204074194452393;1;0
156;185;27;0;0;1;1;0;1;0;0;0;1;0;0;0;0;1;6;6;0;0;0;0;0;4;6;4.743951984334222;1;0
157;127;18;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;6;3;0;0;0;0;0;6;3;4.782712818513846;1;0
158;44;6;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;2;1;4.304228859016606;0;0
159;58;7;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.0643253940584865;0;0
160;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2.584962500721156;0;0
161;123;17;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;8;2;4.711800713103913;1;0
162;46;6;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;1;4.0848487067660555;0;0
163;93;12;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;4;2;0;0;0;0;0;2;2;4.878732569979949;1;0
164;31;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;4.309035020064295;0;0
165;56;8;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;2;2;4.146291529045929;1;0
166;32;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.179229296672175;0;0
167;235;39;1;0;1;0;0;1;0;1;0;1;0;0;0;1;1;10;5;0;1;0;0;0;7;5;4.855327530803788;1;0
168;91;16;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;3;0;0;0;0;0;6;3;4.639087294202514;1;0
169;109;16;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;4;3;4.496678193107325;0;0
170;95;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;4;2;4.302119642557978;1;0
171;172;29;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;4;3;0;0;0;0;0;4;3;4.784516276394904;1;0
172;66;11;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;3;4.4092046443113135;0;0
173;36;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.159799224314526;0;0
174;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3.169925001442312;0;0
175;62;7;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.205448175103485;0;0
176;77;13;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;3;4;4.4741984770670005;0;0
177;161;22;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;4;2;0;0;0;0;0;4;2;4.4949330859341545;1;0
178;854;138;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;20;21;6;1;1;0;0;14;21;5.502139132897743;1;0
179;229;36;1;0;1;0;1;1;0;0;0;0;1;1;1;0;0;8;4;0;0;0;0;0;18;4;4.710615501327709;1;0
180;1140;177;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;34;29;6;1;1;0;0;21;29;5.41793065318654;1;0
181;40;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.0061983328100945;0;0
182;53;8;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;4;2;0;0;0;0;0;2;2;4.2678435114451965;1;0
183;50;7;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.418171939471837;0;0
184;80;11;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;3;0;0;0;0;0;3;3;4.449870364976636;0;0
185;48;8;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;2;2;4.1525690110927505;1;0
186;36;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;4.329239931817578;0;0
187;15;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3.3735572622751855;0;0
188;106;16;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;4;3;4.3826331914283365;0;0
189;44;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;2;1;4.109793482608794;0;0
190;60;7;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.274303145971828;0;0
191;44;6;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;2;1;4.172404562203418;0;0
192;48;7;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.22192245977906;0;0
193;113;18;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;6;3;0;0;0;0;0;6;3;4.883461263585255;1;0
194;66;11;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;3;4.362428499802476;0;0
195;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2.807354922057604;0;0
196;223;24;0;0;1;0;1;1;0;0;0;0;1;0;1;1;1;6;3;0;0;0;0;0;6;3;5.316698774475536;1;0
197;47;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;1;4.0753167785855;0;0
198;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2.807354922057604;0;0
199;14;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.521640636343319;0;0
200;40;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;3.915957320949174;0;0
201;62;7;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.24500445932391;0;0
202;44;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;2;1;4.280470187252588;0;0
203;43;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;4.319063813436125;0;0
204;360;56;1;0;1;1;1;1;0;0;0;0;1;1;1;1;1;16;8;0;0;0;0;0;10;8;4.969867789022098;1;0
205;93;16;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;3;0;0;0;0;0;6;3;4.6461225908321975;1;0
206;42;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.2024562691826395;0;0
207;275;40;1;0;1;1;1;1;0;0;1;1;1;1;1;1;1;14;7;0;1;0;0;0;8;7;5.079119563002924;1;0
